ionIdx,ionMz,,ionActive,ionQualTIC,ionAverageInt,mz difference,formula,ion,score,name,synonym,hmdb_id,kegg_id,other_ids
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",1-Eicsoate; 1-Eicsoatetraenoyl-2-vaccenoyl-sn-glycero-3-phosphoethanolamine; 1-Eicsoic acid; GPEtn(20:4/18:1); GPEtn(20:4n3/18:1n7); GPEtn(20:4w3/18:1w7); GPEtn(38:5); PE(20:4/18:1); PE(20:4n3/18:1n7); PE(20:4w3/18:1w7); PE(38:5); Phophatidylethanolamine(20:4/18:1); Phophatidylethanolamine(20:4n3/18:1n7); Phophatidylethanolamine(20:4w3/18:1w7); Phophatidylethanolamine(38:5),HMDB09421,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))",1-Eicsoate; 1-Eicsoatetraenoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine; 1-Eicsoic acid; GPEtn(20:4/18:1); GPEtn(20:4n3/18:1n9); GPEtn(20:4w3/18:1w9); GPEtn(38:5); PE(20:4/18:1); PE(20:4n3/18:1n9); PE(20:4w3/18:1w9); PE(38:5); Phophatidylethanolamine(20:4/18:1); Phophatidylethanolamine(20:4n3/18:1n9); Phophatidylethanolamine(20:4w3/18:1w9); Phophatidylethanolamine(38:5),HMDB09422,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:0)",1-Eicosapentaenoyl-2-stearoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:5/18:0); GPEtn(20:5n3/18:0); GPEtn(20:5w3/18:0); GPEtn(38:5); PE(20:5/18:0); PE(20:5n3/18:0); PE(20:5w3/18:0); PE(38:5); Phophatidylethanolamine(20:5/18:0); Phophatidylethanolamine(20:5n3/18:0); Phophatidylethanolamine(20:5w3/18:0); Phophatidylethanolamine(38:5),HMDB09453,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))",1-Adrenoyl-2-palmitoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(22:4/16:1); GPEtn(22:4n6/16:1n7); GPEtn(22:4w6/16:1w7); GPEtn(38:5); PE(22:4/16:1); PE(22:4n6/16:1n7); PE(22:4w6/16:1w7); PE(38:5); Phophatidylethanolamine(22:4/16:1); Phophatidylethanolamine(22:4n6/16:1n7); Phophatidylethanolamine(22:4w6/16:1w7); Phophatidylethanolamine(38:5),HMDB09584,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",1-Docosapentaenoyl-2-palmitoyl-sn-glycero-3-phosphoethanolamine; 1-Osbondoyl-2-palmitoyl-sn-glycero-3-phosphoethanolamine; GPEtn(22:5/16:0); GPEtn(22:5n6/16:0); GPEtn(22:5w6/16:0); GPEtn(38:5); PE(22:5/16:0); PE(22:5n6/16:0); PE(22:5w6/16:0); PE(38:5); Phophatidylethanolamine(22:5/16:0); Phophatidylethanolamine(22:5n6/16:0); Phophatidylethanolamine(22:5w6/16:0); Phophatidylethanolamine(38:5),HMDB09616,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",1-Docosapentaenoyl-2-palmitoyl-sn-glycero-3-phosphoethanolamine; GPEtn(22:5/16:0); GPEtn(22:5n3/16:0); GPEtn(22:5w3/16:0); GPEtn(38:5); PE(22:5/16:0); PE(22:5n3/16:0); PE(22:5w3/16:0); PE(38:5); Phophatidylethanolamine(22:5/16:0); Phophatidylethanolamine(22:5n3/16:0); Phophatidylethanolamine(22:5w3/16:0); Phophatidylethanolamine(38:5),HMDB09649,C00350,
309,766.1079869,766.108,TRUE,0.906422973,40068.51007,-7.6714E-05,C21H36N7O16P3S,-H(-),100,Coenzyme A,"Acetoacetyl coenzyme A sodium salt; CoA; CoA hydrate; CoA-SH; CoASH; Coenzyme A; Coenzyme A hydrate; Coenzyme A-SH; Coenzyme ASH; Coenzymes A; Depot-Zeel; Propionyl CoA; Propionyl Coenzyme A; S-Propanoate; S-Propanoate CoA; S-Propanoate Coenzyme A; S-Propanoic acid; S-Propionate CoA; S-Propionate Coenzyme A; Zeel; [(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)tetrahydrofuran-2-yl]methyl 3-hydroxy-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)-2,2-dimethyl-4-oxobutyl dihydrogen diphosphate",HMDB01423,C00010,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PC(15:0/20:4(5Z,8Z,11Z,14Z))",1-Pentadecanoyl-2-arachidonoyl-sn-glycero-3-phosphocholine; GPCho(15:0/20:4); GPCho(15:0/20:4n6); GPCho(15:0/20:4w6); GPCho(35:4); Lecithin; PC(15:0/20:4); PC(15:0/20:4n6); PC(15:0/20:4w6); PC(35:4); Phosphatidylcholine(15:0/20:4); Phosphatidylcholine(15:0/20:4n6); Phosphatidylcholine(15:0/20:4w6); Phosphatidylcholine(35:4),HMDB07949,C00157,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PC(15:0/20:4(8Z,11Z,14Z,17Z))",1-Pentadecanoyl-2-eicsoate; 1-Pentadecanoyl-2-eicsoatetraenoyl-sn-glycero-3-phosphocholine; 1-Pentadecanoyl-2-eicsoic acid; GPCho(15:0/20:4); GPCho(15:0/20:4n3); GPCho(15:0/20:4w3); GPCho(35:4); Lecithin; PC(15:0/20:4); PC(15:0/20:4n3); PC(15:0/20:4w3); PC(35:4); Phosphatidylcholine(15:0/20:4); Phosphatidylcholine(15:0/20:4n3); Phosphatidylcholine(15:0/20:4w3); Phosphatidylcholine(35:4),HMDB07950,C00157,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PC(20:4(5Z,8Z,11Z,14Z)/15:0)",1-Arachidonoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine; GPCho(20:4/15:0); GPCho(20:4n6/15:0); GPCho(20:4w6/15:0); GPCho(35:4); Lecithin; PC(20:4/15:0); PC(20:4n6/15:0); PC(20:4w6/15:0); PC(35:4); Phosphatidylcholine(20:4/15:0); Phosphatidylcholine(20:4n6/15:0); Phosphatidylcholine(20:4w6/15:0); Phosphatidylcholine(35:4),HMDB08428,C00157,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PC(20:4(8Z,11Z,14Z,17Z)/15:0)",1-Eicsoate; 1-Eicsoatetraenoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine; 1-Eicsoic acid; GPCho(20:4/15:0); GPCho(20:4n3/15:0); GPCho(20:4w3/15:0); GPCho(35:4); Lecithin; PC(20:4/15:0); PC(20:4n3/15:0); PC(20:4w3/15:0); PC(35:4); Phosphatidylcholine(20:4/15:0); Phosphatidylcholine(20:4n3/15:0); Phosphatidylcholine(20:4w3/15:0); Phosphatidylcholine(35:4),HMDB08461,C00157,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(16:0/22:4(7Z,10Z,13Z,16Z))",1-Palmitoyl-2-adrenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:0/22:4); GPEtn(16:0/22:4n6); GPEtn(16:0/22:4w6); GPEtn(38:4); PE(16:0/22:4); PE(16:0/22:4n6); PE(16:0/22:4w6); PE(38:4); Phophatidylethanolamine(16:0/22:4); Phophatidylethanolamine(16:0/22:4n6); Phophatidylethanolamine(16:0/22:4w6); Phophatidylethanolamine(38:4),HMDB08943,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(16:1(9Z)/20:3(8Z,11Z,14Z))",1-Palmitoleoyl-2-homo-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Palmitoleoyl-2-homo-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:1/20:3); GPEtn(16:1n7/20:3n6); GPEtn(16:1w7/20:3w6); GPEtn(36:4); PE(16:1/20:3); PE(16:1n7/20:3n6); PE(16:1w7/20:3w6); PE(36:4); Phophatidylethanolamine(16:1/20:3); Phophatidylethanolamine(16:1n7/20:3n6); Phophatidylethanolamine(16:1w7/20:3w6); Phophatidylethanolamine(36:4),HMDB08969,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(18:0/20:4(5Z,8Z,11Z,14Z))",1-Stearoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:0/20:4); GPEtn(18:0/20:4n6); GPEtn(18:0/20:4w6); GPEtn(38:4); PE(18:0/20:4); PE(18:0/20:4n6); PE(18:0/20:4w6); PE(38:4); Phophatidylethanolamine(18:0/20:4); Phophatidylethanolamine(18:0/20:4n6); Phophatidylethanolamine(18:0/20:4w6); Phophatidylethanolamine(38:4),HMDB09003,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(18:0/20:4(8Z,11Z,14Z,17Z))",1-Stearoyl-2-eicsoate; 1-Stearoyl-2-eicsoatetraenoyl-sn-glycero-3-phosphoethanolamine; 1-Stearoyl-2-eicsoic acid; GPEtn(18:0/20:4); GPEtn(18:0/20:4n3); GPEtn(18:0/20:4w3); GPEtn(38:4); PE(18:0/20:4); PE(18:0/20:4n3); PE(18:0/20:4w3); PE(38:4); Phophatidylethanolamine(18:0/20:4); Phophatidylethanolamine(18:0/20:4n3); Phophatidylethanolamine(18:0/20:4w3); Phophatidylethanolamine(38:4),HMDB09004,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(18:1(11Z)/20:3(5Z,8Z,11Z))",1-Vaccenoyl-2-meadoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/20:3); GPEtn(18:1n7/20:3n9); GPEtn(18:1w7/20:3w9); GPEtn(38:4); PE(18:1/20:3); PE(18:1n7/20:3n9); PE(18:1w7/20:3w9); PE(38:4); Phophatidylethanolamine(18:1/20:3); Phophatidylethanolamine(18:1n7/20:3n9); Phophatidylethanolamine(18:1w7/20:3w9); Phophatidylethanolamine(38:4),HMDB09034,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(18:1(11Z)/20:3(8Z,11Z,14Z))",1-Vaccenoyl-2-homo-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Vaccenoyl-2-homo-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/20:3); GPEtn(18:1n7/20:3n6); GPEtn(18:1w7/20:3w6); GPEtn(38:4); PE(18:1/20:3); PE(18:1n7/20:3n6); PE(18:1w7/20:3w6); PE(38:4); Phophatidylethanolamine(18:1/20:3); Phophatidylethanolamine(18:1n7/20:3n6); Phophatidylethanolamine(18:1w7/20:3w6); Phophatidylethanolamine(38:4),HMDB09035,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(18:1(9Z)/20:3(5Z,8Z,11Z))",1-Oleoyl-2-meadoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/20:3); GPEtn(18:1n9/20:3n9); GPEtn(18:1w9/20:3w9); GPEtn(38:4); PE(18:1/20:3); PE(18:1n9/20:3n9); PE(18:1w9/20:3w9); PE(38:4); Phophatidylethanolamine(18:1/20:3); Phophatidylethanolamine(18:1n9/20:3n9); Phophatidylethanolamine(18:1w9/20:3w9); Phophatidylethanolamine(38:4),HMDB09067,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(18:1(9Z)/20:3(8Z,11Z,14Z))",1-Oleoyl-2-homo-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Oleoyl-2-homo-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/20:3); GPEtn(18:1n9/20:3n6); GPEtn(18:1w9/20:3w6); GPEtn(38:4); PE(18:1/20:3); PE(18:1n9/20:3n6); PE(18:1w9/20:3w6); PE(38:4); Phophatidylethanolamine(18:1/20:3); Phophatidylethanolamine(18:1n9/20:3n6); Phophatidylethanolamine(18:1w9/20:3w6); Phophatidylethanolamine(38:4),HMDB09068,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(18:2(9Z,12Z)/20:2(11Z,14Z))",1-Linoleoyl-2-eicosadienoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:2/20:2); GPEtn(18:2n6/20:2n6); GPEtn(18:2w6/20:2w6); GPEtn(38:4); PE(18:2/20:2); PE(18:2n6/20:2n6); PE(18:2w6/20:2w6); PE(38:4); Phophatidylethanolamine(18:2/20:2); Phophatidylethanolamine(18:2n6/20:2n6); Phophatidylethanolamine(18:2w6/20:2w6); Phophatidylethanolamine(38:4),HMDB09099,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(18:3(6Z,9Z,12Z)/20:1(11Z))",1-g-Linolenoyl-2-eicosenoyl-sn-glycero-3-phosphoethanolamine; 1-gamma-Linolenoyl-2-eicosenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:3/20:1); GPEtn(18:3n6/20:1n9); GPEtn(18:3w6/20:1w9); GPEtn(38:4); PE(18:3/20:1); PE(18:3n6/20:1n9); PE(18:3w6/20:1w9); PE(38:4); Phophatidylethanolamine(18:3/20:1); Phophatidylethanolamine(18:3n6/20:1n9); Phophatidylethanolamine(18:3w6/20:1w9); Phophatidylethanolamine(38:4),HMDB09131,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(18:3(9Z,12Z,15Z)/20:1(11Z))",1-a-Linolenoyl-2-eicosenoyl-sn-glycero-3-phosphoethanolamine; 1-alpha-Linolenoyl-2-eicosenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:3/20:1); GPEtn(18:3n3/20:1n9); GPEtn(18:3w3/20:1w9); GPEtn(38:4); PE(18:3/20:1); PE(18:3n3/20:1n9); PE(18:3w3/20:1w9); PE(38:4); Phophatidylethanolamine(18:3/20:1); Phophatidylethanolamine(18:3n3/20:1n9); Phophatidylethanolamine(18:3w3/20:1w9); Phophatidylethanolamine(38:4),HMDB09164,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(18:4(6Z,9Z,12Z,15Z)/20:0)",1-Stearidonoyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:4/20:0); GPEtn(18:4n3/20:0); GPEtn(18:4w3/20:0); GPEtn(38:4); PE(18:4/20:0); PE(18:4n3/20:0); PE(18:4w3/20:0); PE(38:4); Phophatidylethanolamine(18:4/20:0); Phophatidylethanolamine(18:4n3/20:0); Phophatidylethanolamine(18:4w3/20:0); Phophatidylethanolamine(38:4),HMDB09196,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(20:0/18:4(6Z,9Z,12Z,15Z))",1-Arachidonyl-2-stearidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:0/18:4); GPEtn(20:0/18:4n3); GPEtn(20:0/18:4w3); GPEtn(38:4); PE(20:0/18:4); PE(20:0/18:4n3); PE(20:0/18:4w3); PE(38:4); Phophatidylethanolamine(20:0/18:4); Phophatidylethanolamine(20:0/18:4n3); Phophatidylethanolamine(20:0/18:4w3); Phophatidylethanolamine(38:4),HMDB09228,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(20:1(11Z)/18:3(6Z,9Z,12Z))",1-Eicosenoyl-2-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Eicosenoyl-2-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:1/18:3); GPEtn(20:1n9/18:3n6); GPEtn(20:1w9/18:3w6); GPEtn(38:4); PE(20:1/18:3); PE(20:1n9/18:3n6); PE(20:1w9/18:3w6); PE(38:4); Phophatidylethanolamine(20:1/18:3); Phophatidylethanolamine(20:1n9/18:3n6); Phophatidylethanolamine(20:1w9/18:3w6); Phophatidylethanolamine(38:4),HMDB09259,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(20:1(11Z)/18:3(9Z,12Z,15Z))",1-Eicosenoyl-2-a-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Eicosenoyl-2-alpha-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:1/18:3); GPEtn(20:1n9/18:3n3); GPEtn(20:1w9/18:3w3); GPEtn(38:4); PE(20:1/18:3); PE(20:1n9/18:3n3); PE(20:1w9/18:3w3); PE(38:4); Phophatidylethanolamine(20:1/18:3); Phophatidylethanolamine(20:1n9/18:3n3); Phophatidylethanolamine(20:1w9/18:3w3); Phophatidylethanolamine(38:4),HMDB09260,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(20:2(11Z,14Z)/18:2(9Z,12Z))",1-Eicosadienoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:2/18:2); GPEtn(20:2n6/18:2n6); GPEtn(20:2w6/18:2w6); GPEtn(38:4); PE(20:2/18:2); PE(20:2n6/18:2n6); PE(20:2w6/18:2w6); PE(38:4); Phophatidylethanolamine(20:2/18:2); Phophatidylethanolamine(20:2n6/18:2n6); Phophatidylethanolamine(20:2w6/18:2w6); Phophatidylethanolamine(38:4),HMDB09291,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(20:3(5Z,8Z,11Z)/18:1(11Z))",1-Meadoyl-2-vaccenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:3/18:1); GPEtn(20:3n9/18:1n7); GPEtn(20:3w9/18:1w7); GPEtn(38:4); PE(20:3/18:1); PE(20:3n9/18:1n7); PE(20:3w9/18:1w7); PE(38:4); Phophatidylethanolamine(20:3/18:1); Phophatidylethanolamine(20:3n9/18:1n7); Phophatidylethanolamine(20:3w9/18:1w7); Phophatidylethanolamine(38:4),HMDB09322,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(20:3(5Z,8Z,11Z)/18:1(9Z))",1-Meadoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:3/18:1); GPEtn(20:3n9/18:1n9); GPEtn(20:3w9/18:1w9); GPEtn(38:4); PE(20:3/18:1); PE(20:3n9/18:1n9); PE(20:3w9/18:1w9); PE(38:4); Phophatidylethanolamine(20:3/18:1); Phophatidylethanolamine(20:3n9/18:1n9); Phophatidylethanolamine(20:3w9/18:1w9); Phophatidylethanolamine(38:4),HMDB09323,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(20:3(8Z,11Z,14Z)/18:1(11Z))",1-Homo-g-linolenoyl-2-vaccenoyl-sn-glycero-3-phosphoethanolamine; 1-Homo-gamma-linolenoyl-2-vaccenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:3/18:1); GPEtn(20:3n6/18:1n7); GPEtn(20:3w6/18:1w7); GPEtn(38:4); PE(20:3/18:1); PE(20:3n6/18:1n7); PE(20:3w6/18:1w7); PE(38:4); Phophatidylethanolamine(20:3/18:1); Phophatidylethanolamine(20:3n6/18:1n7); Phophatidylethanolamine(20:3w6/18:1w7); Phophatidylethanolamine(38:4),HMDB09355,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(20:3(8Z,11Z,14Z)/18:1(9Z))",1-Homo-g-linolenoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine; 1-Homo-gamma-linolenoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:3/18:1); GPEtn(20:3n6/18:1n9); GPEtn(20:3w6/18:1w9); GPEtn(38:4); PE(20:3/18:1); PE(20:3n6/18:1n9); PE(20:3w6/18:1w9); PE(38:4); Phophatidylethanolamine(20:3/18:1); Phophatidylethanolamine(20:3n6/18:1n9); Phophatidylethanolamine(20:3w6/18:1w9); Phophatidylethanolamine(38:4),HMDB09356,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(20:4(5Z,8Z,11Z,14Z)/18:0)",1-Arachidonoyl-2-stearoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:4/18:0); GPEtn(20:4n6/18:0); GPEtn(20:4w6/18:0); GPEtn(38:4); PE(20:4/18:0); PE(20:4n6/18:0); PE(20:4w6/18:0); PE(38:4); Phophatidylethanolamine(20:4/18:0); Phophatidylethanolamine(20:4n6/18:0); Phophatidylethanolamine(20:4w6/18:0); Phophatidylethanolamine(38:4),HMDB09387,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(20:4(8Z,11Z,14Z,17Z)/18:0)",1-Eicsoate; 1-Eicsoatetraenoyl-2-stearoyl-sn-glycero-3-phosphoethanolamine; 1-Eicsoic acid; GPEtn(20:4/18:0); GPEtn(20:4n3/18:0); GPEtn(20:4w3/18:0); GPEtn(38:4); PE(20:4/18:0); PE(20:4n3/18:0); PE(20:4w3/18:0); PE(38:4); Phophatidylethanolamine(20:4/18:0); Phophatidylethanolamine(20:4n3/18:0); Phophatidylethanolamine(20:4w3/18:0); Phophatidylethanolamine(38:4),HMDB09420,C00350,
310,766.5403025,766.5403,TRUE,0.829337031,6754681.87,-0.001056877,C43H78NO8P,-H(-),56,"PE(22:4(7Z,10Z,13Z,16Z)/16:0)",1-Adrenoyl-2-palmitoyl-sn-glycero-3-phosphoethanolamine; GPEtn(22:4/16:0); GPEtn(22:4n6/16:0); GPEtn(22:4w6/16:0); GPEtn(38:4); PE(22:4/16:0); PE(22:4n6/16:0); PE(22:4w6/16:0); PE(38:4); Phophatidylethanolamine(22:4/16:0); Phophatidylethanolamine(22:4n6/16:0); Phophatidylethanolamine(22:4w6/16:0); Phophatidylethanolamine(38:4),HMDB09583,C00350,
311,770.5701234,770.5701,TRUE,0.839765728,522656.8755,0.000433216,C43H82NO8P,-H(-),63,"PC(15:0/20:2(11Z,14Z))",1-Pentadecanoyl-2-eicosadienoyl-sn-glycero-3-phosphocholine; GPCho(15:0/20:2); GPCho(15:0/20:2n6); GPCho(15:0/20:2w6); GPCho(35:2); Lecithin; PC(15:0/20:2); PC(15:0/20:2n6); PC(15:0/20:2w6); PC(35:2); Phosphatidylcholine(15:0/20:2); Phosphatidylcholine(15:0/20:2n6); Phosphatidylcholine(15:0/20:2w6); Phosphatidylcholine(35:2),HMDB07946,C00157,
311,770.5701234,770.5701,TRUE,0.839765728,522656.8755,0.000433216,C43H82NO8P,-H(-),63,"PC(20:2(11Z,14Z)/15:0)",1-Eicosadienoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine; GPCho(20:2/15:0); GPCho(20:2n6/15:0); GPCho(20:2w6/15:0); GPCho(35:2); Lecithin; PC(20:2/15:0); PC(20:2n6/15:0); PC(20:2w6/15:0); PC(35:2); Phosphatidylcholine(20:2/15:0); Phosphatidylcholine(20:2n6/15:0); Phosphatidylcholine(20:2w6/15:0); Phosphatidylcholine(35:2),HMDB08330,C00157,
311,770.5701234,770.5701,TRUE,0.839765728,522656.8755,0.000433216,C43H82NO8P,-H(-),63,PE(14:1(9Z)/24:1(15Z)),1-Myristoleoyl-2-nervonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(14:1/24:1); GPEtn(14:1n5/24:1n9); GPEtn(14:1w5/24:1w9); GPEtn(38:2); PE(14:1/24:1); PE(14:1n5/24:1n9); PE(14:1w5/24:1w9); PE(38:2); Phophatidylethanolamine(14:1/24:1); Phophatidylethanolamine(14:1n5/24:1n9); Phophatidylethanolamine(14:1w5/24:1w9); Phophatidylethanolamine(38:2),HMDB08882,C00350,
311,770.5701234,770.5701,TRUE,0.839765728,522656.8755,0.000433216,C43H82NO8P,-H(-),63,"PE(16:0/22:2(13Z,16Z))",1-Palmitoyl-2-docosadienoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:0/22:2); GPEtn(16:0/22:2n6); GPEtn(16:0/22:2w6); GPEtn(38:2); PE(16:0/22:2); PE(16:0/22:2n6); PE(16:0/22:2w6); PE(38:2); Phophatidylethanolamine(16:0/22:2); Phophatidylethanolamine(16:0/22:2n6); Phophatidylethanolamine(16:0/22:2w6); Phophatidylethanolamine(38:2),HMDB08942,C00350,
311,770.5701234,770.5701,TRUE,0.839765728,522656.8755,0.000433216,C43H82NO8P,-H(-),63,PE(16:1(9Z)/22:1(13Z)),1-Palmitoleoyl-2-erucoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:1/22:1); GPEtn(16:1n7/22:1n9); GPEtn(16:1w7/22:1w9); GPEtn(38:2); PE(16:1/22:1); PE(16:1n7/22:1n9); PE(16:1w7/22:1w9); PE(38:2); Phophatidylethanolamine(16:1/22:1); Phophatidylethanolamine(16:1n7/22:1n9); Phophatidylethanolamine(16:1w7/22:1w9); Phophatidylethanolamine(38:2),HMDB08974,C00350,
311,770.5701234,770.5701,TRUE,0.839765728,522656.8755,0.000433216,C43H82NO8P,-H(-),63,"PE(18:0/20:2(11Z,14Z))",1-Stearoyl-2-eicosadienoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:0/20:2); GPEtn(18:0/20:2n6); GPEtn(18:0/20:2w6); GPEtn(38:2); PE(18:0/20:2); PE(18:0/20:2n6); PE(18:0/20:2w6); PE(38:2); Phophatidylethanolamine(18:0/20:2); Phophatidylethanolamine(18:0/20:2n6); Phophatidylethanolamine(18:0/20:2w6); Phophatidylethanolamine(38:2),HMDB09000,C00350,
311,770.5701234,770.5701,TRUE,0.839765728,522656.8755,0.000433216,C43H82NO8P,-H(-),63,PE(18:1(11Z)/20:1(11Z)),1-Vaccenoyl-2-eicosenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/20:1); GPEtn(18:1n7/20:1n9); GPEtn(18:1w7/20:1w9); GPEtn(38:2); PE(18:1/20:1); PE(18:1n7/20:1n9); PE(18:1w7/20:1w9); PE(38:2); Phophatidylethanolamine(18:1/20:1); Phophatidylethanolamine(18:1n7/20:1n9); Phophatidylethanolamine(18:1w7/20:1w9); Phophatidylethanolamine(38:2),HMDB09032,C00350,
